#https://www.genome.jp/dbget-bin/get_linkdb?-t+genes+path:hsa05010
ID*Definition
10000*K04456 RAC serine/threonine-protein kinase [EC:2.7.11.1] | (RefSeq) AKT3, MPPH, MPPH2, PKB-GAMMA, PK
10023*K03069 frequently rearranged in advanced T-cell lymphomas 1 | (RefSeq) FRAT1; FRAT regulator of WNT
100506742*K04741 caspase 12 [EC:3.4.22.-] | (RefSeq) CASP12, CASP-12, CASP12P1; caspase 12 (gene/pseudogene)
100532726*K03968 NADH dehydrogenase (ubiquinone) 1 subunit C2 | (RefSeq) NDUFC2-KCTD14; NDUFC2-KCTD14 readthro
10105*K09565 peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8] | (RefSeq) PPIF, CYP3, CyP-M, Cyp-D,
102*K06704 disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81] | (RefSeq) ADAM
1020*K02090 cyclin-dependent kinase 5 [EC:2.7.11.22] | (RefSeq) CDK5, LIS7, PSSALRE; cyclin dependent kin
10213*K03030 26S proteasome regulatory subunit N11 | (RefSeq) PSMD14, PAD1, POH1, RPN11; proteasome 26S su
102800317*K08960 casein kinase 1, epsilon [EC:2.7.11.1] | (RefSeq) TPTEP2-CSNK1E, LOC400927-CSNK1E; TPTEP2-CSN
10297*K02085 adenomatosis polyposis coli protein | (RefSeq) APC2, APCL, MRT74; APC regulator of WNT signal
10313*K20723 reticulon-3 | (RefSeq) RTN3, ASYIP, HAP, NSPL2, NSPLII, RTN3-A1; reticulon 3
10376*K07374 tubulin alpha | (RefSeq) TUBA1B, K-ALPHA-1; tubulin alpha 1b
10381*K07375 tubulin beta | (RefSeq) TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4; tubulin
10382*K07375 tubulin beta | (RefSeq) TUBB4A, DYT4, TUBB4, beta-5; tubulin beta 4A class IVa
10383*K07375 tubulin beta | (RefSeq) TUBB4B, Beta2, LCAEOD, TUBB2, TUBB2C; tubulin beta 4B class IVb
10476*K02138 F-type H+-transporting ATPase subunit d | (RefSeq) ATP5PD, APT5H, ATP5H, ATPQ; ATP synthase p
10975*K00420 ubiquinol-cytochrome c reductase subunit 10 | (RefSeq) UQCR11, 0710008D09Rik, QCR10, UQCR; ub
11047*K06691 26S proteasome regulatory subunit N13 | (RefSeq) ADRM1, ARM-1, ARM1, GP110, PSMD16; ADRM1 26S
11211*K02842 frizzled 9/10 | (RefSeq) FZD10, CD350, FZ-10, Fz10, FzE7, hFz10; frizzled class receptor 10
112714*K07374 tubulin alpha | (RefSeq) TUBA3E; tubulin alpha 3e
1128*K04129 muscarinic acetylcholine receptor M1 | (RefSeq) CHRM1, HM1, M1, M1R; cholinergic receptor mus
1131*K04131 muscarinic acetylcholine receptor M3 | (RefSeq) CHRM3, EGBRS, HM3, PBS; cholinergic receptor
1133*K04133 muscarinic acetylcholine receptor M5 | (RefSeq) CHRM5, HM5; cholinergic receptor muscarinic 5
113457*K07374 tubulin alpha | (RefSeq) TUBA3D, H2-ALPHA, KTCN9, TUBA2; tubulin alpha 3d
1139*K04809 nicotinic acetylcholine receptor alpha-7 | (RefSeq) CHRNA7, CHRNA7-2, NACHRA7; cholinergic re
1147*K04467 inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10] | (RefSeq) CHUK, BPS2
122011*K08957 casein kinase 1, alpha [EC:2.7.11.1] | (RefSeq) CSNK1A1L, CK1; casein kinase 1 alpha 1 like
125965*K02267 cytochrome c oxidase subunit 6b | (RefSeq) COX6B2, COXVIB2, CT59; cytochrome c oxidase subuni
126328*K03956 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11 | (RefSeq) NDUFA11, B14.7, CI-B
