Species	Symbol	Ensembl	Family	Entrez ID
Canis_familiaris	CTDP1	ENSCAFG00000000010	Others	476158
Canis_familiaris	CDK2	ENSCAFG00000000082	Cyclin	100855704
Canis_familiaris	-	ENSCAFG00000000102	Others	474396
Canis_familiaris	MALT1	ENSCAFG00000000105	Others	-
Canis_familiaris	TIMELESS	ENSCAFG00000000124	Others	481112
Canis_familiaris	DCC	ENSCAFG00000000157	Others	483976
Canis_familiaris	NAB2	ENSCAFG00000000160	Others	481122
Canis_familiaris	EYA4	ENSCAFG00000000196	EYA	483991
Canis_familiaris	TBPL1	ENSCAFG00000000207	TATA-box	476209
Canis_familiaris	SGK1	ENSCAFG00000000217	Others	403647
Canis_familiaris	CITED2	ENSCAFG00000000285	CITED	484010
Canis_familiaris	MAML1	ENSCAFG00000000350	MAML	481457
Canis_familiaris	SQSTM1	ENSCAFG00000000360	Others	481459
Canis_familiaris	MED23	ENSCAFG00000000380	Mediator complex	474822
Canis_familiaris	GRIP1	ENSCAFG00000000384	Others	474434
Canis_familiaris	MDM2	ENSCAFG00000000418	Others	403693
Canis_familiaris	CNOT2	ENSCAFG00000000441	CCR4-NOT	474446
Canis_familiaris	CNOT6	ENSCAFG00000000464	CCR4-NOT	481463
Canis_familiaris	STK3	ENSCAFG00000000484	Others	475045
Canis_familiaris	DDX39B	ENSCAFG00000000509	RNA helicase	474839
Canis_familiaris	SRFBP1	ENSCAFG00000000512	Others	608560
Canis_familiaris	-	ENSCAFG00000000576	Others	-
Canis_familiaris	-	ENSCAFG00000000641	Heat shock protein	-
Canis_familiaris	EZR	ENSCAFG00000000661	Others	484056
Canis_familiaris	EHMT2	ENSCAFG00000000669	Histone lysine methyltransferase	474851
Canis_familiaris	ABRA	ENSCAFG00000000682	Actin	100856177
Canis_familiaris	HDAC10	ENSCAFG00000000688	Histone deacetylase	607032
Canis_familiaris	BRD1	ENSCAFG00000000718	Bromodomain	481198
Canis_familiaris	NOTCH4	ENSCAFG00000000791	Notch	481726
Canis_familiaris	RAD21	ENSCAFG00000000822	Others	482021
Canis_familiaris	MED30	ENSCAFG00000000826	Mediator complex	482023
Canis_familiaris	-	ENSCAFG00000000861	PHF	-
Canis_familiaris	BRD2	ENSCAFG00000000871	Bromodomain	474868
Canis_familiaris	TAF2	ENSCAFG00000000875	TATA-box	475084
Canis_familiaris	EFCAB6	ENSCAFG00000000902	Others	481218
Canis_familiaris	VGLL2	ENSCAFG00000000920	Vestigial like	484097
Canis_familiaris	RING1	ENSCAFG00000000933	Ring finger protein	607905
Canis_familiaris	ASF1A	ENSCAFG00000000939	Others	476273
Canis_familiaris	TCF20	ENSCAFG00000000978	Others	481224
Canis_familiaris	DAXX	ENSCAFG00000000981	Other_CRF	474873
Canis_familiaris	WBP2NL	ENSCAFG00000000991	Others	100685691
Canis_familiaris	ATAD2	ENSCAFG00000000992	Others	475090
Canis_familiaris	PHF1	ENSCAFG00000000998	PHF	481741
Canis_familiaris	XRCC6	ENSCAFG00000001043	Others	474485
Canis_familiaris	NCOA7	ENSCAFG00000001047	Nuclear receptor coactivator	476283
Canis_familiaris	TRIB1	ENSCAFG00000001077	Others	482039
Canis_familiaris	PHF5A	ENSCAFG00000001090	PHF	474489
Canis_familiaris	TOB2	ENSCAFG00000001092	Others	-
Canis_familiaris	L3MBTL2	ENSCAFG00000001120	Others	481235
Canis_familiaris	EP300	ENSCAFG00000001125	Others	100684945
Canis_familiaris	TRIM11	ENSCAFG00000001145	Tripartite motif	482205
Canis_familiaris	MKL1	ENSCAFG00000001154	Others	481238
Canis_familiaris	WNT3A	ENSCAFG00000001179	Others	-
Canis_familiaris	BRD8	ENSCAFG00000001186	Bromodomain	100855746
Canis_familiaris	AGO2	ENSCAFG00000001196	Others	475107
Canis_familiaris	KDM3B	ENSCAFG00000001233	Lysine demethylase	474695
Canis_familiaris	TAF11	ENSCAFG00000001239	TATA-box	474881
Canis_familiaris	FBP1	ENSCAFG00000001305	Others	476299
Canis_familiaris	CHCHD3	ENSCAFG00000001312	Coiled-coil	607574
Canis_familiaris	TAB1	ENSCAFG00000001332	Others	481245
Canis_familiaris	-	ENSCAFG00000001352	Others	484145
Canis_familiaris	CBX7	ENSCAFG00000001360	Chromobox	481247
Canis_familiaris	DDX17	ENSCAFG00000001395	RNA helicase	474508
Canis_familiaris	HNRNPK	ENSCAFG00000001399	HNRNP	100855638
Canis_familiaris	PUF60	ENSCAFG00000001400	Others	607245
Canis_familiaris	C12H6orf89	ENSCAFG00000001432	Other_CRF	474892
Canis_familiaris	KDM4C	ENSCAFG00000001434	Lysine demethylase	474704
Canis_familiaris	TLE1	ENSCAFG00000001462	Transducin	476314
Canis_familiaris	TLE4	ENSCAFG00000001534	Transducin	476317
Canis_familiaris	PSIP1	ENSCAFG00000001551	Others	474712
Canis_familiaris	MDFI	ENSCAFG00000001597	Others	609042
Canis_familiaris	MED20	ENSCAFG00000001613	Mediator complex	481796
Canis_familiaris	TONSL	ENSCAFG00000001621	Others	475127
Canis_familiaris	TAF8	ENSCAFG00000001622	TATA-box	481798
Canis_familiaris	MLLT3	ENSCAFG00000001635	GTF	481556
Canis_familiaris	SND1	ENSCAFG00000001700	Others	475204
Canis_familiaris	RBFOX2	ENSCAFG00000001701	Others	481281
Canis_familiaris	HMOX1	ENSCAFG00000001711	Others	442987
Canis_familiaris	CRY1	ENSCAFG00000001797	Others	474528
Canis_familiaris	SLC30A9	ENSCAFG00000001798	SLC	482117
Canis_familiaris	TOPORS	ENSCAFG00000001809	Others	481577
Canis_familiaris	VEGFA	ENSCAFG00000001938	Other_CRF	403802
Canis_familiaris	KANK1	ENSCAFG00000001974	Others	100687276
Canis_familiaris	SUPT3H	ENSCAFG00000002002	SUPT	474922
Canis_familiaris	SMARCA2	ENSCAFG00000002013	SWI/SNF	476335
Canis_familiaris	JAK2	ENSCAFG00000002102	Others	484185
Canis_familiaris	SYK	ENSCAFG00000002171	Others	484196
Canis_familiaris	CNOT11	ENSCAFG00000002199	CCR4-NOT	481334
Canis_familiaris	PHF2	ENSCAFG00000002253	PHF	484208
Canis_familiaris	TRIM28	ENSCAFG00000002354	Tripartite motif	403689
Canis_familiaris	GRHPR	ENSCAFG00000002370	Others	612041
Canis_familiaris	BEND6	ENSCAFG00000002447	Others	610495
Canis_familiaris	ZNF451	ENSCAFG00000002451	Zinc finger	474949
Canis_familiaris	ANP32B	ENSCAFG00000002464	ANP	474775
Canis_familiaris	HDAC9	ENSCAFG00000002498	Histone deacetylase	482339
Canis_familiaris	LRPPRC	ENSCAFG00000002527	Others	474572
Canis_familiaris	SCMH1	ENSCAFG00000002592	Others	482448
Canis_familiaris	KMT5C	ENSCAFG00000002594	Lysine methyltransferase	484295
Canis_familiaris	RNF20	ENSCAFG00000002607	Ring finger protein	474788
Canis_familiaris	CNOT3	ENSCAFG00000002699	CCR4-NOT	484312
Canis_familiaris	-	ENSCAFG00000002723	Others	100855742
Canis_familiaris	MYO6	ENSCAFG00000002741	Others	481884
Canis_familiaris	PHIP	ENSCAFG00000002804	Others	474976
Canis_familiaris	ELP1	ENSCAFG00000002818	ELP	612455
Canis_familiaris	-	ENSCAFG00000002897	Chromobox	482015
Canis_familiaris	AEBP1	ENSCAFG00000002917	Others	608927
Canis_familiaris	PPIE	ENSCAFG00000003031	Others	607232
Canis_familiaris	COMMD1	ENSCAFG00000003090	Others	403590
Canis_familiaris	CASP8AP2	ENSCAFG00000003113	Others	481921
Canis_familiaris	PELI1	ENSCAFG00000003162	Others	481388
Canis_familiaris	FHL3	ENSCAFG00000003210	FHL	608080
Canis_familiaris	SNIP1	ENSCAFG00000003301	Others	106557470
Canis_familiaris	MEAF6	ENSCAFG00000003302	Others	475330
Canis_familiaris	ANXA4	ENSCAFG00000003314	Others	606756
Canis_familiaris	THRAP3	ENSCAFG00000003389	Thyroid hormone receptor	482476
Canis_familiaris	TAF1B	ENSCAFG00000003390	TATA-box	100684854
Canis_familiaris	MED25	ENSCAFG00000003398	Mediator complex	484374
Canis_familiaris	EZH2	ENSCAFG00000003411	Others	475511
Canis_familiaris	NUP62	ENSCAFG00000003428	Others	484370
Canis_familiaris	UFL1	ENSCAFG00000003430	Others	474999
Canis_familiaris	AGO1	ENSCAFG00000003443	Others	475337
Canis_familiaris	EGFR	ENSCAFG00000003465	Others	404306
Canis_familiaris	LANCL2	ENSCAFG00000003470	Others	-
Canis_familiaris	ING3	ENSCAFG00000003481	ING	475299
Canis_familiaris	ARHGEF5	ENSCAFG00000003503	Others	482718
Canis_familiaris	TRIM32	ENSCAFG00000003516	Tripartite motif	102152434
Canis_familiaris	CCNC	ENSCAFG00000003525	Cyclin	-
Canis_familiaris	ASCC3	ENSCAFG00000003554	ASCC	475008
Canis_familiaris	PHF19	ENSCAFG00000003581	PHF	-
Canis_familiaris	PRMT1	ENSCAFG00000003589	Arginine methyltransferase	476411
Canis_familiaris	LPIN1	ENSCAFG00000003621	LPIN	475670
Canis_familiaris	SFRP4	ENSCAFG00000003646	Others	483258
Canis_familiaris	PIH1D1	ENSCAFG00000003659	Other_CRF	611943
Canis_familiaris	DDX1	ENSCAFG00000003686	RNA helicase	475671
Canis_familiaris	MAML3	ENSCAFG00000003700	MAML	-
Canis_familiaris	SETD7	ENSCAFG00000003703	SET	476079
Canis_familiaris	NAA15	ENSCAFG00000003716	Others	483817
Canis_familiaris	JADE1	ENSCAFG00000003808	Others	483830
Canis_familiaris	RUVBL2	ENSCAFG00000003844	Other_CRF	476418
Canis_familiaris	SLC26A3	ENSCAFG00000003853	SLC	483261
Canis_familiaris	-	ENSCAFG00000003936	WW	100855931
Canis_familiaris	KDM7A	ENSCAFG00000003990	Lysine demethylase	-
Canis_familiaris	HIPK2	ENSCAFG00000004038	HIPK	482772
Canis_familiaris	HDAC2	ENSCAFG00000004049	Histone deacetylase	475035
Canis_familiaris	FRK	ENSCAFG00000004055	Others	481970
Canis_familiaris	PHF10	ENSCAFG00000004071	PHF	475037
Canis_familiaris	MAML2	ENSCAFG00000004087	MAML	485116
Canis_familiaris	EPC1	ENSCAFG00000004100	Others	477970
Canis_familiaris	TBP	ENSCAFG00000004119	TATA-box	611193
Canis_familiaris	RUVBL1	ENSCAFG00000004123	Other_CRF	476512
Canis_familiaris	KMT2E	ENSCAFG00000004125	Lysine methyltransferase	475895
Canis_familiaris	-	ENSCAFG00000004131	Lysine demethylase	485121
Canis_familiaris	CCNA2	ENSCAFG00000004133	Cyclin	483845
Canis_familiaris	BMI1	ENSCAFG00000004164	Others	487097
Canis_familiaris	ARHGAP35	ENSCAFG00000004190	Others	403543
Canis_familiaris	-	ENSCAFG00000004211	Mediator complex	476769
Canis_familiaris	-	ENSCAFG00000004233	TATA-box	476770
Canis_familiaris	SAP130	ENSCAFG00000004290	SAP	476102
Canis_familiaris	HDAC11	ENSCAFG00000004396	Histone deacetylase	484633
Canis_familiaris	RB1	ENSCAFG00000004436	Other_Co-activator/repressors	476915
Canis_familiaris	MED4	ENSCAFG00000004451	Mediator complex	476917
Canis_familiaris	EED	ENSCAFG00000004471	Others	476779
Canis_familiaris	PICALM	ENSCAFG00000004486	Others	476780
Canis_familiaris	ERCC2	ENSCAFG00000004487	Others	493995
Canis_familiaris	ERCC3	ENSCAFG00000004497	Others	476105
Canis_familiaris	BCL3	ENSCAFG00000004655	BCL	612349
Canis_familiaris	CNOT10	ENSCAFG00000004679	CCR4-NOT	612778
Canis_familiaris	-	ENSCAFG00000004696	Others	477995
Canis_familiaris	PLK3	ENSCAFG00000004713	Others	475380
Canis_familiaris	CDK5	ENSCAFG00000004725	Cyclin	-
Canis_familiaris	NUDT5	ENSCAFG00000004794	Other_CRF	478006
Canis_familiaris	DMAP1	ENSCAFG00000004811	DNA_methylase	475385
Canis_familiaris	THRSP	ENSCAFG00000004845	Others	485169
Canis_familiaris	RECQL5	ENSCAFG00000004860	Others	483317
Canis_familiaris	SMARCD3	ENSCAFG00000004865	SWI/SNF	475541
Canis_familiaris	RSF1	ENSCAFG00000004897	Others	476797
Canis_familiaris	KDM4A	ENSCAFG00000004903	Lysine demethylase	482530
Canis_familiaris	WBP2	ENSCAFG00000004946	WW	608477
Canis_familiaris	DDX18	ENSCAFG00000004950	RNA helicase	476120
Canis_familiaris	RAF1	ENSCAFG00000004951	Others	484648
Canis_familiaris	TGFB1	ENSCAFG00000005014	Others	476451
Canis_familiaris	TAF3	ENSCAFG00000005022	TATA-box	487135
Canis_familiaris	CCNT2	ENSCAFG00000005031	Cyclin	476126
